commit_id,confidence_high,confidence_medium,confidence_low,severity_high,severity_medium,severity_low,unique_cwes
86d9ab671f469408fffa239c41e7c6e4d6c3dbea,2,4,0,2,3,1,"94, 605, 502"
8798dec9ad34b6b23e7b0476132dab39fd8540b0,22,0,0,0,0,22,703
8888b4e012ef3a73e8a19dc8495b0c54c675fe58,0,2,0,1,1,0,"94, 605"
8c39af968004962f6dda204650ced6f5c248b96e,2,2,0,1,2,1,"94, 605, 502"
8c7ca99dab32a688b2f45e03ee554da7d9aca178,22,0,0,0,0,22,703
8d1aa947e9ec634ed80186156afb11e0fa23d2ad,22,0,0,0,0,22,703
8f8c8b15a46488175356793898f3b1b7452f9028,0,0,0,0,0,0,
905c29377537c4f827c9c924a1b6f10d5fde36d5,0,0,0,0,0,0,
90e469a65c1f7e3c4ccbe342461e8042f6babb26,20,0,0,0,2,18,"703, 22, 20"
9268d6b66f0e88e5b69053dae8b3277875d6825f,2,2,0,1,2,1,"94, 605, 502"
93d04bd353f0786609d3d219928d4ff6a89932b7,0,2,0,1,1,0,"94, 605"
949461ef94f6f34273fa8a918627ce7528e9e17e,2,2,0,1,2,1,"94, 605, 502"
961e2c61fad7d819d3753d8bb94d6d8228b71abb,18,0,0,0,0,18,703
981a7d8bca38a131cb110a36b6fcb90be6218138,0,2,0,1,1,0,"94, 605"
99060f68ee45586401a6c5eeb7f14add97ef263b,2,4,0,2,3,1,"94, 605, 502"
99641c5052a944e887fb786983e5575301c604a2,0,0,0,0,0,0,
99bd91cac200f9e83ee710ac8758fd20ac1febfa,2,2,0,1,2,1,"94, 605, 502"
9fbab17b5716425817251e9343fb80a44a75e521,2,4,0,2,3,1,"94, 605, 502"
a18771cc315bbb8d354b741ed88892269bece39c,22,0,0,0,0,22,703
a1dd7dc6aecdf7dcea253dbcd43681419ec1c9ae,0,0,0,0,0,0,
a307d5adf9418e3afe3164eda61a09d48735fe61,22,0,0,0,0,22,703
a49a90547cc6c1ec77d732c9270eb63221b189e3,0,2,0,1,1,0,"94, 605"
a712ece7051fc80b50c1e3bd2cd6f3174b1f38c1,22,0,0,0,0,22,703
