commit_id,confidence_high,confidence_medium,confidence_low,severity_high,severity_medium,severity_low,unique_cwes
935da9976c9bbcc0cec6ca795ff245c8475d48fc,33,0,1,0,2,32,"703, 78, 20, 400"
9380112892770f61402e4b539749e0fea03b985e,90,0,1,0,3,88,"703, 78, 20, 400"
97eeed5f325d15ab3f1bc65e6a4f146c4e7e0680,33,0,1,0,2,32,"703, 78, 20, 400"
99d8e562db89ee00c1fb09598132729d37dcf2e3,87,0,1,0,3,85,"703, 78, 20, 400"
9a19fdd134b4de99ffbba6d50fd7848df6a6c50a,54,0,1,0,2,53,"703, 78, 20, 400"
9b6946777253c15739111e05a906d304c67fd267,31,0,1,0,2,30,"78, 20, 400, 703"
a394cc7c2738c8b5395fd2c55824e3d85cd6307d,54,0,1,0,2,53,"703, 78, 20, 400"
a5f39d692225a5e698b90b945a7a2691ddd46eee,41,0,1,0,2,40,"78, 20, 400, 703"
a78857bd438179592a8fe07f4ad9ea66b4346b54,99,0,0,0,2,97,"703, 78, 20"
a87fbf01ee663bae6a76cc6e076372fcfc832d9c,57,0,1,0,2,56,"703, 78, 20, 400"
a93e0567e6f114fea6642e7603d9274fac9920d9,104,0,0,0,4,100,"703, 78, 20"
af1be36e0c5589f17e38066718130fefaff6c05c,87,0,1,0,3,85,"703, 78, 20, 400"
b28f380a4768bfb88f9bd209cadc97ae73b7a5b8,41,0,1,0,2,40,"78, 20, 400, 703"
bf6a15e9b5eb89820bf82c04cbe934bf62fb8617,38,0,1,0,2,37,"78, 20, 400, 703"
bfde8574204d1111309fbbff0b4347a3bf518676,38,0,1,0,2,37,"78, 20, 400, 703"
c0a511ecff2ce5ab96cd87887ea0863f2f3b6556,104,0,0,0,4,100,"703, 78, 20"
c1a0d3deaf3d3794a1f670ad68dd00f0b9cc1ddf,31,0,1,0,2,30,"78, 20, 400, 703"
c1f9a323ee43782ab014032ce8731f5de6eb87ed,149,0,0,0,4,145,"703, 78, 20"
c295dee5e42a1c7714b66ad10134154ba8dc7c37,41,0,1,0,2,40,"78, 20, 400, 703"
c5cd659f6381b40ccf5e7a936bb30c2f6a28b018,57,0,1,0,2,56,"703, 78, 20, 400"
c5f70b904ffc0f895fc33dbcb16cc9e04aaa3301,101,0,0,0,2,99,"703, 78, 20"
c73afcffeadfbc116ff0260df6f720a804bb9675,33,0,1,0,2,32,"703, 78, 20, 400"
c86287b7e3c6b41138c9b8e5e9097c359ea32fbc,41,0,1,0,2,40,"78, 20, 400, 703"
cb66b35f1177bf5f00ed0b3d322afa1667263b8f,41,0,1,0,2,40,"78, 20, 400, 703"
cd6aa41361d47e3a1eaefc3a176e5d3ca7ab9994,104,0,0,0,4,100,"703, 78, 20"
cfd2319c14a1ed0be6f5a89e145f18878803fa7e,31,0,1,0,2,30,"78, 20, 400, 703"
d0ed74fdf4708e9931d8bc4dc5c711b1e9d444fe,57,0,1,0,2,56,"703, 78, 20, 400"
d248621ba4e7f4f91dba22c000a17c62b394d0c1,32,0,1,0,2,31,"78, 20, 400, 703"
dbdf2c0c1031dadc257a20f03cf9091907cb5972,57,0,1,0,2,56,"703, 78, 20, 400"
dd87dd5e3660eb3c6dfd460a3f4cf071a8f86153,41,0,1,0,2,40,"78, 20, 400, 703"
e4b419ba4099ed5463627ab58a99e025780d20eb,57,0,1,0,2,56,"703, 78, 20, 400"
e6421000e329a93ad496eeb6cb82c32672ec85f1,41,0,1,0,2,40,"78, 20, 400, 703"
e82e0c137271a0b4c2dee9375efdc43abc483004,54,0,1,0,2,53,"703, 78, 20, 400"
e921497f794e8f6a6cdf9872d2a29e187448c7eb,89,0,1,0,3,87,"703, 78, 20, 400"
e928b43afb0d57e1e71e98a9a2b4832aae46a0cc,149,0,0,0,4,145,"703, 78, 20"
efc55b260d65edf68016efb708d52ee0b2175d13,115,0,0,0,4,111,"703, 78, 20"
f01c6c52774ba284cf29796f44c62ad786030b7c,56,0,1,0,2,55,"703, 78, 20, 400"
f58a864951da6c720d3e10987371133c67db296a,38,0,1,0,2,37,"78, 20, 400, 703"
f94d09990ef6ccb9d7d94800dbec4b5068504055,31,0,1,0,2,30,"78, 20, 400, 703"
